[authlib-injector] [INFO] Logging file: F:\ModTest\versions\1.16.5-Forge\authlib-injector.log
[authlib-injector] [INFO] Version: 1.2.7
[authlib-injector] [INFO] Authentication server: http://localhost:50015
[authlib-injector] [WARNING] You are using HTTP protocol, which is INSECURE! Please switch to HTTPS if possible.
2026-08-30 07:26:31,744 main ERROR Error processing element Queue ([Appenders: null]): CLASS_NOT_FOUND
2026-08-30 07:26:32,181 main ERROR Unable to locate appender "ServerGuiConsole" for logger config "root"
[07:26:32] [main/INFO]: ModLauncher running: args [--username, 165, --version, 1.16.5-Forge, --gameDir, F:\ModTest\versions\1.16.5-Forge, --assetsDir, F:\ModTest\assets, --assetIndex, 1.16, --uuid, 9ec8cd4d374a31d2acee87a84f0d903d, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, HMCL 3.16.0.348, --width, 1280, --height, 768, --launchTarget, fmlclient, --fml.forgeVersion, 36.2.42, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20210115.111550]
[07:26:33] [main/INFO]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 17.0.11 by Oracle Corporation
[07:26:34] [main/INFO]: Added Lets Encrypt root certificates as additional trust
[07:27:19] [Render thread/INFO]: Wrote 2707 byte class file net.minecraftforge.client.event.GuiScreenEvent$InitGuiEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$InitGuiEvent.class
[07:27:19] [Render thread/INFO]: Wrote 1986 byte class file net.minecraftforge.client.event.GuiScreenEvent$InitGuiEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$InitGuiEvent$Pre.class
[07:27:19] [Render thread/INFO]: Wrote 1853 byte class file net.minecraftforge.client.event.GuiScreenEvent$InitGuiEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$InitGuiEvent$Post.class
[07:27:19] [Render thread/INFO]: Wrote 1437 byte class file net.minecraftforge.client.event.GuiScreenEvent$BackgroundDrawnEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiScreenEvent$BackgroundDrawnEvent.class
[07:27:19] [Worker-Main-5/INFO]: HELLO FROM PREINIT
[07:27:19] [Worker-Main-5/INFO]: DIRT BLOCK >> minecraft:dirt
[07:27:20] [Forge Version Check/INFO]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[07:27:20] [Render thread/INFO]: Wrote 7167 byte class file net.minecraft.client.gui.screen.LanguageScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.LanguageScreen.class
[07:27:20] [Render thread/INFO]: Wrote 13167 byte class file net.minecraft.client.gui.screen.OptionsScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.OptionsScreen.class
[07:27:20] [Render thread/INFO]: Wrote 13382 byte class file net.minecraft.client.gui.screen.MultiplayerScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.MultiplayerScreen.class
[07:27:20] [Render thread/INFO]: Wrote 1253 byte class file net.minecraft.client.renderer.texture.AtlasTexture$SheetData to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.AtlasTexture$SheetData.class
[07:27:20] [Render thread/INFO]: Wrote 1341 byte class file net.minecraftforge.event.entity.player.PlayerEvent$PlayerRespawnEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$PlayerRespawnEvent.class
[07:27:20] [Render thread/INFO]: Wrote 1158 byte class file net.minecraftforge.event.entity.player.PlayerEvent$PlayerLoggedOutEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$PlayerLoggedOutEvent.class
[07:27:20] [Render thread/INFO]: Wrote 1832 byte class file net.minecraftforge.event.TickEvent$PlayerTickEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.TickEvent$PlayerTickEvent.class
[07:27:20] [Render thread/INFO]: Wrote 1565 byte class file net.minecraftforge.event.TickEvent$RenderTickEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.TickEvent$RenderTickEvent.class
[07:27:20] [Render thread/INFO]: Wrote 1596 byte class file net.minecraftforge.event.TickEvent$WorldTickEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.TickEvent$WorldTickEvent.class
[07:27:21] [Worker-Main-5/INFO]: Wrote 5317 byte class file net.minecraft.client.audio.SoundHandler$Loader to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.audio.SoundHandler$Loader.class
[07:27:21] [Render thread/INFO]: Wrote 1677 byte class file net.minecraftforge.event.entity.player.PlayerEvent$ItemPickupEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$ItemPickupEvent.class
[07:27:21] [Render thread/INFO]: Wrote 1559 byte class file net.minecraftforge.event.entity.player.PlayerEvent$ItemSmeltedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$ItemSmeltedEvent.class
[07:27:21] [Worker-Main-6/INFO]: Wrote 6288 byte class file net.minecraft.client.renderer.model.VariantList to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.VariantList.class
[07:27:21] [Forge Version Check/INFO]: [forge] Found status: AHEAD Current: 36.2.42 Target: null
[07:27:21] [Render thread/INFO]: Wrote 1793 byte class file net.minecraftforge.event.entity.player.PlayerEvent$ItemCraftedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$ItemCraftedEvent.class
[07:27:21] [Worker-Main-6/INFO]: Wrote 2451 byte class file net.minecraft.client.renderer.model.VariantList$Deserializer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.VariantList$Deserializer.class
[07:27:21] [Render thread/INFO]: Wrote 2000 byte class file net.minecraftforge.event.entity.player.PlayerEvent$PlayerChangedDimensionEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$PlayerChangedDimensionEvent.class
[07:27:21] [Render thread/INFO]: Wrote 12235 byte class file net.minecraft.client.renderer.FogRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.FogRenderer.class
[07:27:21] [Worker-Main-6/INFO]: Wrote 6052 byte class file net.minecraft.client.renderer.model.ModelBakery$ModelListWrapper to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ModelBakery$ModelListWrapper.class
[07:27:22] [Render thread/INFO]: Wrote 2101 byte class file net.minecraftforge.client.event.EntityViewRenderEvent$FogColors to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.EntityViewRenderEvent$FogColors.class
[07:27:22] [Render thread/INFO]: Wrote 1465 byte class file com.mojang.blaze3d.platform.GlStateManager$FogMode to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.blaze3d.platform.GlStateManager$FogMode.class
[07:27:25] [Worker-Main-4/INFO]: Wrote 9484 byte class file net.minecraft.client.renderer.texture.Stitcher to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.Stitcher.class
[07:27:25] [Worker-Main-4/INFO]: Wrote 1517 byte class file net.minecraft.client.renderer.texture.Stitcher$Holder to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.Stitcher$Holder.class
[07:27:32] [Render thread/INFO]: Wrote 1193 byte class file net.minecraft.client.audio.ISound$AttenuationType to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.audio.ISound$AttenuationType.class
[07:27:32] [Worker-Main-4/INFO]: Wrote 3713 byte class file net.minecraft.client.renderer.texture.Stitcher$Slot to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.Stitcher$Slot.class
[07:27:32] [Worker-Main-4/INFO]: Wrote 480 byte class file net.minecraft.client.renderer.texture.Stitcher$ISpriteLoader to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.Stitcher$ISpriteLoader.class
[07:27:33] [Worker-Main-7/ERROR]: Using missing texture, unable to load aevmod:textures/item/first_painting.png : java.io.FileNotFoundException: aevmod:textures/item/first_painting.png
[07:27:33] [Render thread/INFO]: Wrote 17930 byte class file net.minecraft.client.renderer.RenderTypeLookup to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderTypeLookup.class
[07:27:33] [Render thread/INFO]: Wrote 2416 byte class file net.minecraft.client.gui.ScreenManager$IScreenFactory to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.ScreenManager$IScreenFactory.class
[07:27:33] [Render thread/INFO]: Wrote 1465 byte class file net.minecraftforge.client.event.GuiContainerEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiContainerEvent.class
[07:27:33] [Render thread/INFO]: Wrote 1748 byte class file net.minecraftforge.client.event.GuiContainerEvent$DrawBackground to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiContainerEvent$DrawBackground.class
[07:27:33] [Render thread/INFO]: Wrote 1748 byte class file net.minecraftforge.client.event.GuiContainerEvent$DrawForeground to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.GuiContainerEvent$DrawForeground.class
[07:27:33] [Render thread/INFO]: Wrote 16268 byte class file net.minecraft.client.gui.ScreenManager to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.ScreenManager.class
[07:27:33] [Render thread/INFO]: Wrote 25789 byte class file net.minecraft.client.gui.recipebook.RecipeBookGui to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.recipebook.RecipeBookGui.class
[07:27:33] [Render thread/INFO]: Wrote 14110 byte class file net.minecraft.client.gui.screen.EnchantmentScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.EnchantmentScreen.class
[07:27:33] [Render thread/INFO]: Wrote 8410 byte class file net.minecraft.item.ItemModelsProperties to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.item.ItemModelsProperties.class
[07:27:33] [Worker-Main-8/INFO]: Wrote 4472 byte class file net.minecraft.client.renderer.texture.TextureAtlasSprite$InterpolationData to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.TextureAtlasSprite$InterpolationData.class
[07:27:34] [Worker-Main-7/INFO]: Hello world from the MDK
[07:27:34] [Worker-Main-7/INFO]: Got IMC [Hello world]
[07:27:34] [Worker-Main-5/INFO]: Wrote 13782 byte class file net.minecraft.client.gui.screen.BiomeGeneratorTypeScreens to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.BiomeGeneratorTypeScreens.class
[07:27:37] [Render thread/INFO]: Wrote 1682 byte class file net.minecraft.client.resources.I18n to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.resources.I18n.class
[07:27:37] [Render thread/INFO]: Wrote 1482 byte class file net.minecraft.client.gui.widget.list.AbstractList$AbstractListEntry to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.widget.list.AbstractList$AbstractListEntry.class
[07:27:40] [Render thread/INFO]: OpenAL initialized.
[07:27:40] [Render thread/INFO]: Sound engine started
[07:27:40] [Render thread/INFO]: Created: 4096x2048x4 minecraft:textures/atlas/blocks.png-atlas
[07:27:41] [Render thread/INFO]: Created: 256x128x4 minecraft:textures/atlas/signs.png-atlas
[07:27:41] [Render thread/INFO]: Created: 512x512x4 minecraft:textures/atlas/banner_patterns.png-atlas
[07:27:41] [Render thread/INFO]: Created: 512x512x4 minecraft:textures/atlas/shield_patterns.png-atlas
[07:27:41] [Render thread/INFO]: Created: 256x256x4 minecraft:textures/atlas/chest.png-atlas
[07:27:41] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/beds.png-atlas
[07:27:41] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/shulker_boxes.png-atlas
[07:27:41] [Render thread/INFO]: Wrote 1838 byte class file net.minecraft.client.renderer.model.WeightedBakedModel$Builder to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.WeightedBakedModel$Builder.class
[07:27:41] [Render thread/INFO]: Wrote 4774 byte class file net.minecraft.client.renderer.model.SimpleBakedModel$Builder to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.SimpleBakedModel$Builder.class
[07:27:41] [Render thread/INFO]: Wrote 7456 byte class file net.minecraft.client.renderer.model.ItemOverrideList to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemOverrideList.class
[07:27:41] [Render thread/INFO]: Wrote 1972 byte class file net.minecraft.client.renderer.model.BakedQuad to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.BakedQuad.class
[07:27:41] [Render thread/INFO]: Wrote 3585 byte class file net.minecraft.client.renderer.model.SimpleBakedModel to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.SimpleBakedModel.class
[07:27:41] [Render thread/INFO]: Wrote 772 byte class file net.minecraft.client.renderer.model.WeightedBakedModel$WeightedModel to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.WeightedBakedModel$WeightedModel.class
[07:27:41] [Render thread/INFO]: Wrote 1729 byte class file net.minecraft.client.renderer.model.MultipartBakedModel$Builder to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.MultipartBakedModel$Builder.class
[07:27:41] [Render thread/INFO]: Wrote 7335 byte class file net.minecraft.client.renderer.model.MultipartBakedModel to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.MultipartBakedModel.class
[07:27:41] [Render thread/INFO]: Wrote 4212 byte class file net.minecraft.client.renderer.model.WeightedBakedModel to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.WeightedBakedModel.class
[07:27:41] [Render thread/INFO]: Wrote 2431 byte class file net.minecraft.client.renderer.model.ItemModelGenerator$SpanFacing to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemModelGenerator$SpanFacing.class
[07:27:41] [Render thread/INFO]: Wrote 1513 byte class file net.minecraft.client.renderer.model.ItemModelGenerator$Span to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemModelGenerator$Span.class
[07:27:42] [Render thread/INFO]: Wrote 15326 byte class file net.minecraft.client.shader.ShaderGroup to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.shader.ShaderGroup.class
[07:27:42] [Render thread/INFO]: Wrote 15812 byte class file net.minecraft.client.shader.ShaderInstance to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.shader.ShaderInstance.class
[07:27:43] [Render thread/INFO]: Created: 256x256x0 minecraft:textures/atlas/particles.png-atlas
[07:27:44] [Render thread/INFO]: Created: 2048x1024x0 minecraft:textures/atlas/paintings.png-atlas
[07:27:45] [Render thread/INFO]: Created: 128x128x0 minecraft:textures/atlas/mob_effects.png-atlas
[07:27:45] [Render thread/INFO]: Resource reload finished after 25046 ms
[07:27:45] [Render thread/INFO]: ClientModLoader$$Lambda$3490/0x0000026a9a9893d0 took approximately 577 ms (120 ms preparing, 457 ms applying)
[07:27:45] [Render thread/INFO]: BrandingControl$$Lambda$3491/0x0000026a9a9895f8 took approximately 0 ms (0 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: Loader took approximately 0 ms (0 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: OBJLoader took approximately 0 ms (0 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: Loader took approximately 0 ms (0 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: Loader took approximately 0 ms (0 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: Loader took approximately 0 ms (0 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: Loader took approximately 0 ms (0 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: Loader took approximately 0 ms (0 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: LanguageManager took approximately 345 ms (0 ms preparing, 345 ms applying)
[07:27:45] [Render thread/INFO]: TextureManager took approximately 1839 ms (1839 ms preparing, 0 ms applying)
[07:27:45] [Render thread/INFO]: SoundHandler took approximately 14187 ms (6207 ms preparing, 7980 ms applying)
[07:27:45] [Render thread/INFO]: Splashes took approximately 5009 ms (13 ms preparing, 4996 ms applying)
[07:27:45] [Render thread/INFO]: FontManager took approximately 9952 ms (4956 ms preparing, 4996 ms applying)
[07:27:45] [Render thread/INFO]: GrassColorReloadListener took approximately 4655 ms (144 ms preparing, 4511 ms applying)
[07:27:45] [Render thread/INFO]: FoliageColorReloadListener took approximately 4654 ms (144 ms preparing, 4510 ms applying)
[07:27:45] [Render thread/INFO]: ModelManager took approximately 17545 ms (13036 ms preparing, 4509 ms applying)
[07:27:45] [Render thread/INFO]: VillagerLevelPendantLayer took approximately 2955 ms (0 ms preparing, 2955 ms applying)
[07:27:45] [Render thread/INFO]: VillagerLevelPendantLayer took approximately 2954 ms (0 ms preparing, 2954 ms applying)
[07:27:45] [Render thread/INFO]: ItemRenderer took approximately 2954 ms (0 ms preparing, 2954 ms applying)
[07:27:45] [Render thread/INFO]: GameRenderer took approximately 2952 ms (0 ms preparing, 2952 ms applying)
[07:27:45] [Render thread/INFO]: BlockRendererDispatcher took approximately 2952 ms (0 ms preparing, 2952 ms applying)
[07:27:45] [Render thread/INFO]: WorldRenderer took approximately 2951 ms (0 ms preparing, 2951 ms applying)
[07:27:45] [Render thread/INFO]: SearchTreeManager took approximately 2737 ms (0 ms preparing, 2737 ms applying)
[07:27:45] [Render thread/INFO]: ParticleManager took approximately 9075 ms (7028 ms preparing, 2047 ms applying)
[07:27:45] [Render thread/INFO]: PaintingSpriteUploader took approximately 6586 ms (6133 ms preparing, 453 ms applying)
[07:27:45] [Render thread/INFO]: PotionSpriteUploader took approximately 677 ms (672 ms preparing, 5 ms applying)
[07:27:45] [Render thread/INFO]: GPUWarning took approximately 16 ms (14 ms preparing, 2 ms applying)
[07:27:45] [Render thread/INFO]: Total blocking time: 55266 ms
[07:27:46] [Render thread/INFO]: Wrote 2211 byte class file net.minecraftforge.client.event.ClientPlayerNetworkEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.ClientPlayerNetworkEvent.class
[07:27:46] [Render thread/INFO]: Wrote 1433 byte class file net.minecraftforge.client.event.ClientPlayerNetworkEvent$LoggedOutEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.ClientPlayerNetworkEvent$LoggedOutEvent.class
[07:27:46] [Render thread/INFO]: Wrote 1430 byte class file net.minecraftforge.client.event.ClientPlayerNetworkEvent$LoggedInEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.ClientPlayerNetworkEvent$LoggedInEvent.class
[07:27:46] [Render thread/INFO]: Wrote 1911 byte class file net.minecraftforge.client.event.ClientPlayerNetworkEvent$RespawnEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.ClientPlayerNetworkEvent$RespawnEvent.class
[07:27:46] [Render thread/INFO]: Wrote 3628 byte class file net.minecraftforge.client.gui.NotificationModUpdateScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.gui.NotificationModUpdateScreen.class
[07:27:47] [Realms Notification Availability checker #1/INFO]: Could not authorize you against Realms server: java.lang.RuntimeException: Failed to parse into SignedJWT: <access token>
[07:27:58] [Render thread/INFO]: Wrote 5570 byte class file com.mojang.realmsclient.gui.screens.RealmsGenericErrorScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\com.mojang.realmsclient.gui.screens.RealmsGenericErrorScreen.class
[07:27:58] [Render thread/INFO]: Wrote 21213 byte class file net.minecraft.client.gui.widget.list.AbstractList to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.widget.list.AbstractList.class
[07:27:58] [Render thread/INFO]: Wrote 3258 byte class file net.minecraft.client.gui.widget.list.AbstractList$SimpleArrayList to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.widget.list.AbstractList$SimpleArrayList.class
[07:27:58] [MCO Compatability Checker #1/INFO]: Could not authorize you against Realms server: java.lang.RuntimeException: Failed to parse into SignedJWT: <access token>
[07:27:58] [MCO Compatability Checker #1/ERROR]: Couldn't connect to realms
com.mojang.realmsclient.exception.RealmsServiceException: java.lang.RuntimeException: Failed to parse into SignedJWT: <access token>
	at com.mojang.realmsclient.client.RealmsClient.func_224938_a(SourceFile:427) ~[?:?]
	at com.mojang.realmsclient.client.RealmsClient.func_224939_i(SourceFile:200) ~[?:?]
	at com.mojang.realmsclient.RealmsMainScreen$1.run(SourceFile:530) [?:?]
[07:28:05] [Render thread/INFO]: Wrote 3143 byte class file net.minecraftforge.client.event.RenderTooltipEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderTooltipEvent.class
[07:28:05] [Render thread/INFO]: Wrote 3088 byte class file net.minecraftforge.client.event.RenderTooltipEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderTooltipEvent$Pre.class
[07:28:05] [Render thread/INFO]: Wrote 3013 byte class file net.minecraftforge.client.event.RenderTooltipEvent$Color to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderTooltipEvent$Color.class
[07:28:05] [Render thread/INFO]: Wrote 2175 byte class file net.minecraftforge.client.event.RenderTooltipEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderTooltipEvent$Post.class
[07:28:05] [Render thread/INFO]: Wrote 2113 byte class file net.minecraftforge.client.event.RenderTooltipEvent$PostBackground to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderTooltipEvent$PostBackground.class
[07:28:05] [Render thread/INFO]: Wrote 2095 byte class file net.minecraftforge.client.event.RenderTooltipEvent$PostText to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderTooltipEvent$PostText.class
[07:28:42] [Render thread/INFO]: Wrote 35614 byte class file net.minecraft.client.gui.screen.CreateWorldScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.CreateWorldScreen.class
[07:28:42] [Render thread/INFO]: Wrote 16144 byte class file net.minecraft.world.GameRules to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.world.GameRules.class
[07:28:45] [Render thread/INFO]: Wrote 4335 byte class file net.minecraft.client.gui.screen.LanguageScreen$List to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.LanguageScreen$List.class
[07:28:45] [Render thread/INFO]: Wrote 2804 byte class file net.minecraft.client.gui.screen.LanguageScreen$List$LanguageEntry to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.LanguageScreen$List$LanguageEntry.class
[07:28:47] [Render thread/INFO]: Wrote 6767 byte class file net.minecraft.client.gui.screen.ControlsScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.ControlsScreen.class
[07:28:47] [Render thread/INFO]: Wrote 18803 byte class file net.minecraft.client.gui.screen.PackScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.PackScreen.class
[07:29:16] [Render thread/INFO]: Attempt 1...
[07:29:16] [Render thread/INFO]: Wrote 567 byte class file net.minecraft.client.gui.screen.CreateWorldScreen$DatapackException to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.CreateWorldScreen$DatapackException.class
[07:29:16] [Render thread/INFO]: Wrote 25794 byte class file net.minecraft.client.gui.screen.WorldOptionsScreen to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.WorldOptionsScreen.class
[07:29:16] [Render thread/INFO]: Wrote 461 byte class file net.minecraft.client.gui.screen.BiomeGeneratorTypeScreens$IFactory to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.BiomeGeneratorTypeScreens$IFactory.class
[07:29:16] [Render thread/INFO]: Wrote 10227 byte class file net.minecraft.world.gen.layer.LayerUtil to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.world.gen.layer.LayerUtil.class
[07:29:16] [Render thread/INFO]: Wrote 2180 byte class file net.minecraft.client.gui.screen.CreateWorldScreen$GameMode to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.screen.CreateWorldScreen$GameMode.class
[07:29:34] [Render thread/INFO]: Wrote 1249 byte class file net.minecraft.client.Minecraft$WorldSelectionType to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.Minecraft$WorldSelectionType.class
[07:29:34] [Render thread/INFO]: Wrote 1365 byte class file net.minecraft.world.storage.FolderName to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.world.storage.FolderName.class
[07:29:34] [Render thread/INFO]: Wrote 1084 byte class file net.minecraftforge.fml.event.server.FMLServerStartedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.event.server.FMLServerStartedEvent.class
[07:29:34] [Render thread/INFO]: Wrote 1084 byte class file net.minecraftforge.fml.event.server.FMLServerStoppedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.fml.event.server.FMLServerStoppedEvent.class
[07:29:34] [Render thread/INFO]: Wrote 9547 byte class file net.minecraft.tags.NetworkTagManager to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.tags.NetworkTagManager.class
